EIN2,EIN,NTEE_IRS,NTEE_NCCS,NTEEV2,NCCS_LEVEL_1,NCCS_LEVEL_2,NCCS_LEVEL_3,F990_TOTAL_REVENUE_RECENT,F990_TOTAL_INCOME_RECENT,F990_TOTAL_ASSETS_RECENT,F990_ORG_ADDR_CITY,F990_ORG_ADDR_STATE,F990_ORG_ADDR_ZIP,F990_ORG_ADDR_STREET,CENSUS_CBSA_FIPS,CENSUS_CBSA_NAME,CENSUS_BLOCK_FIPS,CENSUS_URBAN_AREA,CENSUS_STATE_ABBR,CENSUS_COUNTY_NAME,ORG_ADDR_FULL,ORG_ADDR_MATCH,LATITUDE,LONGITUDE,GEOCODER_SCORE,GEOCODER_MATCH,BMF_SUBSECTION_CODE,BMF_STATUS_CODE,BMF_PF_FILING_REQ_CODE,BMF_ORGANIZATION_CODE,BMF_INCOME_CODE,BMF_GROUP_EXEMPT_NUM,BMF_FOUNDATION_CODE,BMF_FILING_REQ_CODE,BMF_DEDUCTIBILITY_CODE,BMF_CLASSIFICATION_CODE,BMF_ASSET_CODE,BMF_AFFILIATION_CODE,ORG_RULING_DATE,ORG_FISCAL_YEAR,ORG_RULING_YEAR,ORG_YEAR_FIRST,ORG_YEAR_LAST,ORG_YEAR_COUNT,ORG_PERS_ICO,ORG_NAME_SEC,ORG_NAME_CURRENT,ORG_FISCAL_PERIOD
EIN-02-0613725,20613725,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,OAK PARK,IL,60303,PO BOX 2272,16980,"Chicago-Naperville-Elgin, IL-IN-WI",170318123012006,U,IL,Cook County,"PO BOX 2272,OAK PARK,IL,60303","60303, Oak Park, Illinois",41.88867,-87.797275,98,M,3,,,,,0,16,20,,,,,2003-05,2012,2003,2003,2012,10,"","",CHICAGO METALARTS GUILD,5
EIN-02-0617654,20617654,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,199975,199975,137449,RIVER EDGE,NJ,07661-1314,250 MONROE AVE,35620,"New York-Newark-Jersey City, NY-NJ-PA",340030482005004,U,NJ,Bergen County,"250 MONROE AVE,RIVER EDGE,NJ,07661-1314","250 Monroe Ave, River Edge, New Jersey, 07661",40.9308739719833,-74.0418518402678,100,M,3,1,0,1,4,0,15,1,1,1200,4,3,2002-11,2024,2002,2003,2024,22,% DANIELA MENDELSOHN,"",ARTWORKS THE NAOMI COHAIN FOUNDATION INC,11
EIN-02-0617918,20617918,A25,A25,ART-A25-RG,501CX NONPROFIT,O,AR,205465,205465,49294,DENVER,CO,80209-0000,3773 CHERRY CREEK N DR RM/STE 575,19740,"Denver-Aurora-Lakewood, CO",80310039014015,U,CO,Denver County,"3773 CHERRY CREEK N DR RM/STE 575,DENVER,CO,80209-0000","3773 E Cherry Creek North Dr, Ste 575, Denver, Colorado, 80209",39.7082792989782,-104.943171886289,99.46,M,6,1,0,5,4,3685,0,1,0,1000,3,9,2000-11,2024,2000,2003,2024,22,% DENNIS ASHLEY,ROCKY MOUNTAIN REGION,DESIGN-BUILD INSTITUTE OF AMERICA,11
EIN-02-0657827,20657827,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,ZION,IL,60099,"",16980,"Chicago-Naperville-Elgin, IL-IN-WI",170978602003042,U,IL,Lake County,"ZION,IL,60099","60099, Zion, Illinois",42.45804,-87.826275,100,M,3,,,,,,15,,,,,,2004-02,2008,2004,2004,2008,5,"","",ZION ARTS PARTNERSHIP NFP,2
EIN-02-0667117,20667117,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,DALLAS,TX,75230,10667 PAGEWOOD DR,19100,"Dallas-Fort Worth-Arlington, TX",481130131021015,U,TX,Dallas County,"10667 PAGEWOOD DR,DALLAS,TX,75230","10667 Pagewood Dr, Dallas, Texas, 75230",32.8920672767325,-96.7798534339546,100,M,3,,,,,0,15,2,,,,,2014-05,2015,2014,2014,2015,2,"","",SOFIA ART ACADEMY INC,5
EIN-02-0668767,20668767,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,SWAMPSCOTT,MA,01907-2017,7 OUTLOOK RD,14460,"Boston-Cambridge-Newton, MA-NH",250092021012003,U,MA,Essex County,"7 OUTLOOK RD,SWAMPSCOTT,MA,01907-2017","7 Outlook Road, Swampscott, Massachusetts, 01907",42.472755,-70.914879,100,M,3,1,0,1,0,0,16,2,1,1000,0,3,2019-11,2024,2019,2003,2024,22,% REBECCA SPELLIOS,"",NORTH SHORE ARTS COUNCIL INC,11
EIN-02-0669264,20669264,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,101146,103054,71392,OAKLAND,CA,94605-5298,10700 MACARTHUR BLVD SUITEE 33,41860,"San Francisco-Oakland-Berkeley, CA",60014101002018,U,CA,Alameda County,"10700 MACARTHUR BLVD SUITEE 33,OAKLAND,CA,94605-5298","10700 Macarthur Blvd, Ste 33, Oakland, California, 94605",37.7418131022842,-122.150627203792,99.73,M,3,1,0,1,4,0,11,1,1,2000,3,3,2003-07,2024,2003,2003,2024,22,"","",ACADEMY OF HAWAIIAN ARTS INC,7
EIN-02-0724111,20724111,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,425960,425960,247756,OKLAHOMA CITY,OK,73108-2436,2304 EXCHANGE AVE,36420,"Oklahoma City, OK",401091100001005,U,OK,Oklahoma County,"2304 EXCHANGE AVE,OKLAHOMA CITY,OK,73108-2436","2304 Exchange Ave, Oklahoma City, Oklahoma, 73108",35.4527964812455,-97.5550095,100,M,3,1,0,1,4,0,15,1,1,2000,4,3,2005-03,2024,2005,2005,2024,20,% RANDY EARHART-CINDY SCARBERRY,RODEO OPRY GRANVILLE COMM MUSIC SCH,OPRY HERITAGE FOUNDATION OF OKLAHOMA,3
EIN-02-0728884,20728884,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,MARSHFIELD,MO,65706,109 COMMERCIAL ST,44180,"Springfield, MO",292254702013018,U,MO,Webster County,"109 COMMERCIAL ST,MARSHFIELD,MO,65706","109 Commercial St, Marshfield, Missouri, 65706",37.3359345065495,-92.906505,100,M,3,,,,,0,15,2,,,,,2014-04,2016,2014,2005,2016,12,"",WCCAG,WEBSTER COUNTY CREATIVE ARTISTS GUILD INC,4
EIN-02-0755187,20755187,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,211576,238135,738274,SHERIDAN,WY,82801-0000,PO BOX 1007,43260,"Sheridan, WY",560330002001019,U,WY,Sheridan County,"PO BOX 1007,SHERIDAN,WY,82801-0000","82801, Sheridan, Wyoming",44.7936462000001,-106.9536599,98,M,3,1,0,1,4,0,16,1,1,2000,5,3,2006-04,2024,2006,2007,2024,18,% EDRE MAIER,"",SHERIDAN ARTISTS GUILD ET AL,4
EIN-02-0758260,20758260,A25,A25,ART-A25-RG,501CX NONPROFIT,O,AR,0,0,0,PITTSFORD,NY,14534-3351,44 MEADOW COVE RD,40380,"Rochester, NY",360550122023015,U,NY,Monroe County,"44 MEADOW COVE RD,PITTSFORD,NY,14534-3351","44 Meadow Cove Rd, Pittsford, New York, 14534",43.079868,-77.500161,100,M,4,1,0,1,0,0,0,2,2,1000,0,3,2007-06,2024,2007,2007,2024,18,% BARBARA JABLONSKI,"",GENESEE VALLEY PLEIN AIR PAINTERS INC,6
EIN-02-6009169,26009169,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,CONCORD,NH,03302-3422,PO BOX 3422,18180,"Concord, NH",330130441003012,U,NH,Merrimack County,"PO BOX 3422,CONCORD,NH,03302-3422","03302-3422, Concord, New Hampshire",43.208946,-71.525988,98,M,3,1,0,5,0,0,16,2,1,1000,0,3,2014-09,2024,2014,2014,2024,11,"","",NEW HAMPSHIRE WEAVERS GUILD,9
EIN-03-0214324,30214324,A250,A25,ART-A25-RG,501C3 CHARITY,O,AR,1592942,1597003,3642645,MAPLEWOOD,NJ,07040-1806,6 ELBERTA RD,35620,"New York-Newark-Jersey City, NY-NJ-PA",340130196004009,U,NJ,Essex County,"6 ELBERTA RD,MAPLEWOOD,NJ,07040-1806","6 Elberta Rd, Maplewood, New Jersey, 07040",40.7295999544695,-74.2520138047492,100,M,3,1,0,1,6,0,11,1,1,1200,6,3,1964-04,2024,1964,1989,2024,36,% GENERAL BUS SERVICE,"",KINHAVEN MUSIC SCHOOL INC,4
EIN-03-0282269,30282269,A250,A25,ART-A25-RG,501C3 CHARITY,O,AR,357602,357602,352045,BRATTLEBORO,VT,05301-3248,32 MAIN ST SUITE 201,,"",500259685001005,U,VT,Windham County,"32 MAIN ST SUITE 201,BRATTLEBORO,VT,05301-3248","32 Main St, Brattleboro, Vermont, 05301",42.8511230260835,-72.5575773182237,100,M,3,1,0,1,4,0,11,1,1,1000,4,3,1982-10,2024,1982,2001,2024,24,% D U WILSON,"",RIVER GALLERY SCHOOL INC,10
EIN-03-0307529,30307529,A250,A25,ART-A25-RG,501C3 CHARITY,O,AR,371842,371842,224053,ESSEX JCT,VT,05453-0236,PO BOX 236,15540,"Burlington-South Burlington, VT",500070026014001,U,VT,Chittenden County,"PO BOX 236,ESSEX JCT,VT,05453-0236","05453-0236, Essex Junction, Vermont",44.493939,-73.11915,98,M,3,1,0,1,4,0,15,1,1,1000,4,3,1994-02,2024,1994,1995,2024,30,"","",INCLUSIVE ARTS VERMONT INC,2
EIN-03-0307814,30307814,A25,A25,ART-A25-RG,501CX NONPROFIT,O,AR,,0,0,MONTPELIER,VT,05602-9237,"",12740,"Barre, VT",500239548002011,U,VT,Washington County,"MONTPELIER,VT,05602-9237","05602, Montpelier, Vermont",44.25834,-72.57148,100,M,,,,,,,,,,,,,"",,,1989,1989,1,"","",SHADY RILL SCHOOL OF THE ARTS,6
EIN-03-0320985,30320985,A25,B99,EDU-B99-RG,501C3 CHARITY,O,AR,,0,0,BRATTLEBORO,VT,5301,"",,"",500259685004019,U,VT,Windham County,"BRATTLEBORO,VT,5301","05301, Brattleboro, Vermont",42.8505210000001,-72.5634646999999,100,M,3,,,,,,15,,,,,,1990-03,1998,1990,1989,1998,10,"","",VERMONT INSTITUTE FOR TEACHING THE ARTS,3
EIN-03-0347737,30347737,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,28154,1,NORTH RIVER,NY,12856,"",24020,"Glens Falls, NY",361130740003034,R,NY,Warren County,"NORTH RIVER,NY,12856","12856, North River, New York",43.7212795,-74.1091160999999,100,M,3,,,,,,16,,,,,,1996-08,2006,1996,1997,2006,10,"","",ARTSPACE,8
EIN-03-0364538,30364538,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,BURLINGTON,VT,05401-3900,200 SUMMIT ST,15540,"Burlington-South Burlington, VT",500070039001006,U,VT,Chittenden County,"200 SUMMIT ST,BURLINGTON,VT,05401-3900","200 Summit St, Burlington, Vermont, 05401",44.4705966144901,-73.2019503220615,100,M,3,1,0,1,0,0,16,2,1,2000,0,3,2000-06,2024,2000,2001,2024,24,% CAROLE THOMPSON,"",FRIENDS OF ROBERT FROST INC,6
EIN-03-0368569,30368569,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,394661,404831,1044886,MORRISVILLE,VT,05661-0829,PO BOX 829,,"",500159535003029,R,VT,Lamoille County,"PO BOX 829,MORRISVILLE,VT,05661-0829","05661-0829, Morrisville, Vermont",44.546382,-72.604341,98,M,3,1,0,1,4,0,15,1,1,2000,6,3,2002-01,2024,2002,2002,2024,23,% JOANNE F HARRISON,"",RIVER ARTS OF MORRISVILLE INC,1
EIN-03-0381414,30381414,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,FREMONT,CA,94538,5219 COCO PALM DR,41860,"San Francisco-Oakland-Berkeley, CA",60014428001006,U,CA,Alameda County,"5219 COCO PALM DR,FREMONT,CA,94538","5219 Coco Palm Dr, Fremont, California, 94538",37.5297519594898,-121.992359619915,100,M,3,,,,,0,16,20,,,,,2002-09,2010,2002,2007,2010,4,"","",SPIRIT OF AIKI,9
EIN-03-0389104,30389104,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,127713,125463,ASHEVILLE,NC,28801-3312,72 PATTON AVE,11700,"Asheville, NC",370210001002023,U,NC,Buncombe County,"72 PATTON AVE,ASHEVILLE,NC,28801-3312","72 Patton Ave, Asheville, North Carolina, 28801",35.5944674929022,-82.5546314182584,100,M,3,1,0,1,4,0,11,0,1,2000,4,3,2002-10,2024,2002,2003,2024,22,% GEORGE SAENGER,"",FINE ARTS LEAGUE OF ASHEVILLE,10
EIN-03-0400749,30400749,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,62435,62435,5906024,SHREVEPORT,LA,71101-0000,710 TRAVIS ST,43340,"Shreveport-Bossier City, LA",220170253003045,U,LA,Caddo Parish,"710 TRAVIS ST,SHREVEPORT,LA,71101-0000","710 Travis St, Shreveport, Louisiana, 71101",32.5121184568641,-93.7527948269662,100,M,3,1,0,1,3,0,16,1,1,2000,7,3,2009-03,2024,2009,2009,2024,16,% MARLENE YU,"",RAIN FOREST ART FOUNDATION,3
EIN-03-0408741,30408741,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,72213,72213,390723,WARNER,NH,03278-0000,PO BOX 130,18180,"Concord, NH",330130385001045,R,NH,Merrimack County,"PO BOX 130,WARNER,NH,03278-0000","03278, Warner, New Hampshire",43.2804149,-71.8191335,98,M,3,1,0,1,3,0,15,1,1,1000,4,3,2002-08,2024,2002,2003,2024,22,% NEIL D NEVINS,"",MAIN STREET WARNER INC,8
EIN-03-0424875,30424875,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,590019,74239,ORANGE,NJ,7050,544 FREEMAN ST,35620,"New York-Newark-Jersey City, NY-NJ-PA",340130189001001,U,NJ,Essex County,"544 FREEMAN ST,ORANGE,NJ,7050","544 Freeman St, Orange, New Jersey, 07050",40.7664075864448,-74.244900184575,100,M,3,,,,,0,15,10,,,,,2004-12,2022,2004,2005,2022,18,"","",ARTS UNBOUND INC,12
EIN-03-0430562,30430562,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,WHITEFIELD,NH,3598,36 KING SQ,13620,"Berlin, NH",330079511001006,R,NH,Coos County,"36 KING SQ,WHITEFIELD,NH,3598","36 King Sq, Whitefield, New Hampshire, 03598",44.3730237085523,-71.6124635620347,100,M,3,,,,,0,16,20,,,,,2004-08,2010,2004,2004,2010,7,"","",ARTISANS GROUP AT OLD MILL STUDIO,8
EIN-03-0431837,30431837,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,PIKESVILLE,MD,21208,51 STIRRUP CT,12580,"Baltimore-Columbia-Towson, MD",240054037031004,U,MD,Baltimore County,"51 STIRRUP CT,PIKESVILLE,MD,21208","51 Stirrup Ct, Pikesville, Maryland, 21208",39.3890953713716,-76.7289003311212,100,M,3,,,,,0,15,20,,,,,2003-02,2020,2003,2003,2020,18,"","",ARTS BUSINESS INSTITUTE INC,2
EIN-03-0438771,30438771,A25,A25,ART-A25-RG,501C3 PRIVATE FOUNDATION,O,AR,,0,0,CHICAGO,IL,60645,6619 N CAMPBELL AVE,16980,"Chicago-Naperville-Elgin, IL-IN-WI",170310206021008,U,IL,Cook County,"6619 N CAMPBELL AVE,CHICAGO,IL,60645","6619 N Campbell Ave, Chicago, Illinois, 60645",42.0019309592013,-87.6923991742745,100,M,3,,,,,0,4,3,,,,,2003-10,2010,2003,2003,2010,8,"","",INVENTIONS ASSOCIATION,10
EIN-03-0440417,30440417,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,HICKSVILLE,NY,11801-3827,189 W NICHOLAI ST,35620,"New York-Newark-Jersey City, NY-NJ-PA",360595189006026,U,NY,Nassau County,"189 W NICHOLAI ST,HICKSVILLE,NY,11801-3827","189 W Nicholai St, Hicksville, New York, 11801",40.763295,-73.529379,100,M,3,1,0,1,0,0,15,2,1,2000,0,3,2006-08,2024,2006,2007,2024,18,% MESTIME & RMENELAS,"",COSEPTEN INC,8
EIN-03-0452409,30452409,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,FULLERTON,CA,92833-2579,4100 W COMMONWEALTH AVE STE 101,31080,"Los Angeles-Long Beach-Anaheim, CA",60590018011005,U,CA,Orange County,"4100 W COMMONWEALTH AVE STE 101,FULLERTON,CA,92833-2579","4100 W Commonwealth Ave, Ste 101, Fullerton, California, 92833",33.8699615359226,-117.9808155,100,M,3,1,0,1,0,0,15,2,1,2000,0,3,2002-11,2024,2002,2003,2024,22,% CHANG HO LIM,"",CALIFORNIA UNIVERSITY,11
EIN-03-0461235,30461235,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,58099,17552,MENLO PARK,CA,94025,ARTISTIC AND THEATRICAL ENRICHMENT,41860,"San Francisco-Oakland-Berkeley, CA",60816126002008,U,CA,San Mateo County,"ARTISTIC AND THEATRICAL ENRICHMENT,MENLO PARK,CA,94025","94025, Menlo Park, California",37.4501636000001,-122.1812142,85,M,3,,,,,0,16,10,,,,,2002-08,2012,2002,2003,2012,10,"","",COMMUNITY RESOURCE FOR EDUCATIONAL ARTISTIC AND THEATRICAL ENRICHMENT,8
EIN-03-0475554,30475554,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,352182,163747,GAINESVILLE,FL,32605,"",23540,"Gainesville, FL",120010017021024,U,FL,Alachua County,"GAINESVILLE,FL,32605","32605, Gainesville, Florida",29.6674045,-82.38688,100,M,3,,,,,,11,,,,,,2003-12,2007,2003,2004,2007,4,"","",LOVE TO LEARN ARTS ACADEMY INC,12
EIN-03-0482811,30482811,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,2642,172,DALLAS,TX,75218,PO BOX 181387,19100,"Dallas-Fort Worth-Arlington, TX",481130128022012,U,TX,Dallas County,"PO BOX 181387,DALLAS,TX,75218","75218, Dallas, Texas",32.8482994,-96.6891547,98,M,3,,,,,0,15,20,,,,,2002-12,2013,2002,2003,2013,11,"",CAMP,COLLABORATING ARTISTS MEDIA PROJECT INC,12
EIN-03-0483069,30483069,A25,A25,ART-A25-RG,501C3 PRIVATE FOUNDATION,O,AR,,0,0,AURORA,CO,80017,1509 S SALIDA WAY,19740,"Denver-Aurora-Lakewood, CO",80050827001001,U,CO,Arapahoe County,"1509 S SALIDA WAY,AURORA,CO,80017","1509 S Salida Way, Aurora, Colorado, 80017",39.691017,-104.7826755,100,M,3,,,,,0,4,3,,,,,2003-02,2010,2003,2003,2010,8,"","",CHILDRENS OPPORTUNITY SOURCE,2
EIN-03-0483611,30483611,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,KENT,OH,44240,1499 MORRIS RD,10420,"Akron, OH",391336015031010,U,OH,Portage County,"1499 MORRIS RD,KENT,OH,44240","1499 Morris Rd, Kent, Ohio, 44240",41.140134,-81.3486505414625,100,M,3,,,,,0,15,20,,,,,2003-03,2010,2003,2003,2010,8,"","",BRUSH WITH ADVENTURE CHARLEN STYLE,3
EIN-03-0487713,30487713,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,83386,83386,5841,COVINA,CA,91724-2947,973 E BADILLO ST STE B,31080,"Los Angeles-Long Beach-Anaheim, CA",60374037222005,U,CA,Los Angeles County,"973 E BADILLO ST STE B,COVICA,91724-2947","973 E Badillo St, Ste B, Covina, California, 91724",34.0862915156961,-117.870867,97.65,M,3,1,0,1,3,0,15,1,1,1000,1,3,2012-11,2024,2012,2003,2024,22,% YOLANDA E DOYEN,"",ARTSOURCED-PROS,11
EIN-03-0489264,30489264,A25,A25,ART-A25-RG,501C3 PRIVATE FOUNDATION,O,AR,,0,0,NASHVILLE,TN,37215,PO BOX 159314,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",470370179011000,U,TN,Davidson County,"PO BOX 159314,NASHVILLE,TN,37215","37215, Nashville, Tennessee",36.10281,-86.815335,98,M,3,,,,,0,4,0,,,,,2004-02,2011,2004,2004,2011,8,"","",HOMESCHOOL ACADEMY OF FINE ARTS,2
EIN-03-0492508,30492508,A25,A25,ART-A25-RG,501CX NONPROFIT,O,AR,0,0,0,HUDSON,WI,54016-5331,PO BOX 1331,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",551091202011017,U,WI,St. Croix County,"PO BOX 1331,HUDSON,WI,54016-5331","54016-5331, Hudson, Wisconsin",44.974872,-92.724201,98,M,6,1,0,5,0,3685,0,2,2,1000,0,9,2000-11,2024,2000,2003,2024,22,% JENNIFER DZIOBA,UPPER MIDWEST REGION,DESIGN-BUILD INSTITUTE OF AMERICA,11
EIN-03-0501284,30501284,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,KINSTON,NC,28501,133 N QUEEN ST,28820,"Kinston, NC",371070107002056,U,NC,Lenoir County,"133 N QUEEN ST,KINSTON,NC,28501","133 N Queen St, Kinston, North Carolina, 28501",35.2607221968284,-77.5811019739313,100,M,3,,,,,0,15,2,,,,,2014-07,2014,2014,2014,2014,1,"",LITTLE UNION ACADEMY OF MARTIAL ART,LITTLE UNION ACADEMY OF MARTIAL ART,7
EIN-03-0517919,30517919,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,COLUMBIA,MD,21045,PO BOX 2483,12580,"Baltimore-Columbia-Towson, MD",240276066042001,U,MD,Howard County,"PO BOX 2483,COLUMBIA,MD,21045","21045, Columbia, Maryland",39.20097,-76.8315699999999,98,M,3,,,,,0,15,20,,,,,2003-08,2011,2003,2003,2011,9,"","",EBONY CLASSICAL MUSIC SOCIETY INC,8
EIN-03-0542616,30542616,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,RIVERSIDE,CA,92508-9277,15790 PRAIRIE WAY,40140,"Riverside-San Bernardino-Ontario, CA",60650420053016,U,CA,Riverside County,"15790 PRAIRIE WAY,RIVERSIDE,CA,92508-9277","15790 Prairie Way, Riverside, California, 92508",33.8902519766865,-117.334446541174,100,M,3,1,0,1,0,0,15,2,1,1200,0,3,2022-08,2024,2022,2004,2024,21,% ECKART SEEBER,"",MUSIC & ARTS FOUNDATION IN AMERICA,8
EIN-03-0544188,30544188,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,MOORESTOWN,NJ,08057-4105,192 FOXWOOD DR,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",340057005011011,U,NJ,Burlington County,"192 FOXWOOD DR,MOORESTOWN,NJ,08057-4105","192 Foxwood Dr, Moorestown, New Jersey, 08057",39.9488478465289,-74.9686499475446,100,M,3,1,0,5,0,4363,16,2,1,2000,0,9,2004-11,2024,2004,2005,2024,20,% LYDIA GLEASON,PINELAND HOOKERS,ASSOCIATION OF TRADITIONAL HOOKING ARTISTS,11
EIN-03-0589226,30589226,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,0,0,WESTMONT,IL,60559,127 S CASS AVE APT B,16980,"Chicago-Naperville-Elgin, IL-IN-WI",170438450001017,U,IL,DuPage County,"127 S CASS AVE APT B,WESTMONT,IL,60559","127 S Cass Ave, Apt B, Westmont, Illinois, 60559",41.7925387821282,-87.9751809412548,100,M,3,,,,,0,15,20,,,,,2006-06,2010,2006,2006,2010,5,"","",STARS4ART CHARITIES-NFP INC,6
EIN-04-1422332,41422332,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,0,0,0,CUMMING,GA,30041-9517,1685 LALEIAH DR,12060,"Atlanta-Sandy Springs-Alpharetta, GA",131171306051002,U,GA,Forsyth County,"1685 LALEIAH DR,CUMMING,GA,30041-9517","1685 Laleiah Dr, Cumming, Georgia, 30041",34.123977,-84.164742,100,M,3,1,0,5,0,4363,16,2,1,2000,0,9,2004-11,2024,2004,2005,2024,20,% JUDITH CLARK,DOGWOOD CHAPTER,ASSOCIATION OF TRADITIONAL HOOKING ARTISTS,11
EIN-04-2105911,42105911,A25,A25,ART-A25-RG,501CX NONPROFIT,O,AR,466484,588055,1982500,SOUTHBOROUGH,MA,01772-0000,5 CRYSTAL POND ROAD,49340,"Worcester, MA-CT",250277411023009,U,MA,Worcester County,"5 CRYSTAL POND ROAD,SOUTHBOROUGH,MA,01772-0000","5 Crystal Pond Road, Southborough, Massachusetts, 01772",42.288741,-71.5498245,100,M,6,1,0,1,5,0,0,1,2,1000,6,3,1975-10,2024,1975,1995,2024,30,"","",GRAPHIC ARTS INSTITUTE OF NEW ENGLAND INC,10
EIN-04-2167469,42167469,A25Z,A25Z,"",501C3 PRIVATE FOUNDATION,S,AR,,293097,1990168,NANTUCKET,MA,02554-1225,PO BOX 1225,,"",250199502012011,U,MA,Nantucket County,"PO BOX 1225,NANTUCKET,MA,02554-1225","02554-1225, Nantucket, Massachusetts",41.270301,-70.1028315,98,M,3,1,1,1,4,0,4,0,1,1000,6,3,1938-04,2024,1938,1989,2024,36,% JEAN HUGHES,"",ADMIRAL SIR ISAAC COFFINS LACASTERIAN SCHOOL,4
EIN-04-2173050,42173050,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,1580836,1830628,3558569,BOSTON,MA,02130-0032,PO BOX 300351,14460,"Boston-Cambridge-Newton, MA-NH",250250814002006,U,MA,Suffolk County,"PO BOX 300351,BOSTON,MA,02130-0032","02130, Boston, Massachusetts",42.3265114938457,-71.0971450110386,98,M,3,1,0,1,6,0,11,1,1,2000,6,3,1943-03,2024,1943,1989,2024,36,% CHARLES SANDLER,"",TRUSTEES OF ELIOT SCHOOL,3
EIN-04-2235170,42235170,A25,A25,ART-A25-RG,501C3 CHARITY,O,AR,,940682,1498619,WEST BARNSTABLE,MA,2668,ROUTE 132,12700,"Barnstable Town, MA",250010122003055,U,MA,Barnstable County,"ROUTE 132,WEST BARNSTABLE,MA,2668","RT-132, West Barnstable, Massachusetts, 02668",41.6919865066576,-70.3415418323143,100,T,3,,,1,,0,15,0,,,,,1958-07,2011,1958,1989,2011,23,"","",CAPE COD CONSERVATORY OF MUSIC & ARTS,7
EIN-04-2259692,42259692,A25Z,A25Z,"",501C3 CHARITY,O,AR,738635,784358,1042182,COHASSET,MA,02025-1744,119 RIPLEY RD,14460,"Boston-Cambridge-Newton, MA-NH",250214231012000,U,MA,Norfolk County,"119 RIPLEY RD,COHASSET,MA,02025-1744","119 Ripley Road, Cohasset, Massachusetts, 02025",42.240825,-70.8039855,100,M,3,1,0,1,5,0,15,1,1,1200,6,3,1961-06,2024,1961,1989,2024,36,% TREASURER,"",SOUTH SHORE ART CENTER INC,6
EIN-04-2266535,42266535,A25Z,A25Z,"",501C3 CHARITY,O,AR,417374,789965,1097233,ROCKPORT,MA,01966-1513,12 MAIN ST,14460,"Boston-Cambridge-Newton, MA-NH",250092201013023,U,MA,Essex County,"12 MAIN ST,ROCKPORT,MA,01966-1513","12 Main Street, Rockport, Massachusetts, 01966",42.658119,-70.6177395,100,M,3,1,0,1,5,0,16,1,1,2000,6,3,1957-12,2024,1957,1989,2024,36,"","",ROCKPORT ART ASSOCIATION,12
EIN-04-2318156,42318156,A25,A25,ART-A25-RG,501C3 PRIVATE FOUNDATION,S,AR,,6421,350621,LUDLOW,MA,01056-0000,599 EAST STREET,44140,"Springfield, MA",250138104041024,U,MA,Hampden County,"599 EAST STREET,LUDLOW,MA,01056-0000","599 East Street, Ludlow, Massachusetts, 01056",42.163308,-72.464841,100,M,3,1,1,1,1,0,4,0,1,2000,4,3,1964-04,2024,1964,1989,2024,36,% ATTY WILLIAM F KERN,"",LUSITANIA INSTITUTE INC,4
EIN-04-2322362,42322362,A25,A25,ART-A25-RG,UNDEFINED,O,AR,,0,0,CUMMINGTON,MA,01026-0000,"",44140,"Springfield, MA",250158227002062,R,MA,Hampshire County,"CUMMINGTON,MA,01026-0000","01026, Cummington, Massachusetts",42.45919,-72.8920699999999,100,M,3,,,,,,,,,,,,"",,,1989,1989,1,"","",CUMMINGTON SCHOOL OF THE ARTS INC,6
